"obs","words","count"
2744,"고집",17
2745,"총회",17
2746,"공백",17
2747,"dkshi",17
2748,"dkshin",17
2749,"전자카드",17
2750,"침범",17
2751,"아웃바운드",17
2752,"제소",17
2753,"액티브엑스가",17
2754,"해둔",17
2755,"비트코인에",17
2756,"규정상",17
2757,"나아",17
2758,"p2p업체",17
2759,"인가신청",17
2760,"금융itjihye",17
2761,"김지혜",17
2762,"blogos",17
2763,"공세",16
2764,"지배적",16
2765,"수정",16
2766,"강구",16
2767,"국한",16
2768,"단행",16
2769,"운용체계",16
2770,"자신감",16
2771,"커버",16
2772,"비난",16
2773,"실무",16
2774,"현행법상",16
2775,"가계",16
2776,"계층",16
2777,"주류",16
2778,"상승세",16
2779,"공항",16
2780,"모의",16
2781,"영수증",16
2782,"청약",16
2783,"학원",16
2784,"공청회",16
2785,"무리",16
2786,"변동",16
2787,"예고",16
2788,"위기감",16
2789,"위상",16
2790,"일조",16
2791,"컨트롤",16
2792,"태도",16
2793,"파장",16
2794,"제로",16
2795,"kjk",16
2796,"유혹",16
2797,"총액",16
2798,"경로",16
2799,"머리",16
2800,"인허가",16
2801,"개발업체",16
2802,"키움증권",16
2803,"과잉",16
2804,"유관",16
2805,"액수",16
2806,"예전",16
2807,"리커창",16
2808,"원가",16
2809,"제3",16
2810,"포석",16
2811,"견인",16
2812,"감시",16
2813,"기승",16
2814,"커피",16
2815,"기자회견",16
2816,"예치금",16
2817,"해가",16
2818,"든든",16
2819,"후원",16
2820,"마비",16
2821,"대응방안",16
2822,"판매업자",16
2823,"상의",16
2824,"캐피탈",16
2825,"트랜잭션",16
2826,"고속",16
2827,"당연",16
2828,"복호",16
2829,"그대",16
2830,"정의",16
2831,"두바이",16
2832,"야후",16
2833,"초기",16
2834,"불투명",16
2835,"국도",16
2836,"디자이너",16
2837,"창립",16
2838,"적자",16
2839,"배상책임",16
2840,"에스크로",16
2841,"제도개선",16
2842,"강성",16
2843,"미지수",16
2844,"민관합동",16
2845,"신입사원",16
2846,"접수일",16
2847,"관광지",16
2848,"사용률",16
2849,"cat",16
2850,"이형",16
2851,"수백만",16
2852,"사업본부장",16
2853,"정기적",16
2854,"선행",16
2855,"강도",16
2856,"과열",16
2857,"인바운드",16
2858,"저장매체",16
2859,"상에",16
2860,"백기",16
2861,"방통",16
2862,"이자율",16
2863,"보호대",16
2864,"법인명",16
2865,"500v컨소시엄",16
2866,"웹케시는",16
2867,"서경cube",16
2868,"연재물",16
2869,"ksm",16
2870,"분주",15
2871,"중반",15
2872,"디자인",15
2873,"미가",15
2874,"롯데그룹",15
2875,"적발",15
2876,"품질",15
2877,"경기자",15
2878,"세종",15
2879,"학부",15
2880,"보호조치",15
2881,"부연",15
2882,"불확실",15
2883,"완성",15
2884,"중점적",15
2885,"눈앞",15
2886,"상징",15
2887,"재생",15
2888,"정치",15
2889,"급부상",15
2890,"년여",15
2891,"대중",15
2892,"연락",15
2893,"경향",15
2894,"무장",15
2895,"담배",15
2896,"보험금",15
2897,"금융부문",15
2898,"송수신",15
2899,"유럽과",15
2900,"다섯",15
2901,"선진화",15
2902,"자금력",15
2903,"케어",15
2904,"탄력",15
2905,"러닝",15
2906,"호기",15
2907,"년간",15
2908,"컴퓨팅",15
2909,"코리안",15
2910,"해오",15
2911,"반품",15
2912,"부서",15
2913,"사무실",15
2914,"니혼게이자이신문",15
2915,"고배",15
2916,"정윤",15
2917,"충격",15
2918,"패치",15
2919,"모바일메신저",15
2920,"파급력",15
2921,"구멍",15
2922,"대항",15
2923,"인지도",15
2924,"전파",15
2925,"트레이드",15
2926,"금융분야",15
2927,"재창",15
2928,"박람회",15
2929,"다루",15
2930,"개미",15
2931,"kdb",15
2932,"이승",15
2933,"퍼스트",15
2934,"잘못된",15
2935,"비바리퍼블리카",15
2936,"참석자",15
2937,"주식거래",15
2938,"무대",15
2939,"바이어",15
2940,"국정감사",15
2941,"종신",15
2942,"처음앤씨는",15
2943,"공여",15
2944,"모건",15
2945,"요원",15
2946,"메기",15
2947,"결집",15
2948,"후발주자",15
2949,"양측",15
2950,"유발",15
2951,"무방",15
2952,"윤종",15
2953,"기조연설",15
2954,"책임소재",15
2955,"선임",15
2956,"taejong75",15
2957,"심플렉스인터넷은",15
2958,"각각",15
2959,"부정적",15
2960,"넷마블",15
2961,"라쿠텐은",15
2962,"아이폰을",15
2963,"하드디스크",15
2964,"간주",15
2965,"미래에셋증권",15
2966,"비정",15
2967,"존폐",15
2968,"kg모빌리언스와",15
2969,"소유자",15
2970,"적정성",15
2971,"ing",15
2972,"오렌지",15
2973,"크라우드펀딩이",15
2974,"케냐",15
2975,"계약서",15
2976,"html5를",15
2977,"정책당국",15
2978,"매뉴얼",15
2979,"임의",15
2980,"kddi",15
2981,"주범",15
2982,"제3자가",15
2983,"나이스정보통신",15
2984,"얼라이언스는",15
2985,"발신",15
2986,"cvc",15
2987,"결제자",15
2988,"kpay",15
2989,"엔씨소프트가",15
2990,"p2p대출은",15
2991,"인터파크뱅크그랜드컨소시엄",15
2992,"퀵패스",15
2993,"윤완수",15
2994,"자동납부",15
2995,"더불어민주당",15
2996,"의류",14
2997,"전자도",14
2998,"마크",14
2999,"건물",14
3000,"배정",14
3001,"정원",14
3002,"통상",14
3003,"가맹",14
3004,"니즈를",14
3005,"분쟁",14
3006,"우버",14
3007,"지위",14
3008,"병원",14
3009,"양대",14
3010,"장애물",14
3011,"테크놀로지",14
3012,"상상",14
3013,"추출",14
3014,"개입",14
3015,"후반",14
3016,"공시제도",14
3017,"면허",14
3018,"모범",14
3019,"소득",14
3020,"연장",14
3021,"임대",14
3022,"통지",14
3023,"아의",14
3024,"공존",14
3025,"대가",14
3026,"복수",14
3027,"주일",14
3028,"침체",14
3029,"가열",14
3030,"눈독",14
3031,"해진",14
3032,"증서",14
3033,"노트북",14
3034,"드라이브",14
3035,"사정",14
3036,"경고",14
3037,"시절",14
3038,"지각변동",14
3039,"파괴력",14
3040,"문호",14
3041,"처음앤씨",14
3042,"원기",14
3043,"과징금",14
3044,"대법원",14
3045,"케이블",14
3046,"용어",14
3047,"gdp",14
3048,"외국환업무",14
3049,"이니시스",14
3050,"체가",14
3051,"bgf리테일",14
3052,"기득권",14
3053,"데이타",14
3054,"모델링",14
3055,"신제품",14
3056,"주기",14
3057,"드림",14
3058,"법학",14
3059,"상륙",14
3060,"kotra",14
3061,"폐쇄적",14
3062,"밝혔",14
3063,"파격적",14
3064,"해선",14
3065,"당한",14
3066,"우후죽순",14
3067,"이달",14
3068,"순수",14
3069,"차용",14
3070,"내외",14
3071,"시사",14
3072,"정보공유",14
3073,"다변화",14
3074,"주로",14
3075,"빈도",14
3076,"측정",14
3077,"가늠",14
3078,"중소상",14
3079,"박지",14
3080,"보완책",14
3081,"유의사항",14
3082,"ciso",14
3083,"관여",14
3084,"통신서비스",14
3085,"배분",14
3086,"독려",14
3087,"sbs",14
3088,"우회",14
3089,"확인절차",14
3090,"뱅크오브아메리카",14
3091,"현금자동입출금기",14
3092,"투자가",14
3093,"아지",14
3094,"교보증권",14
3095,"윤곽",14
3096,"경쟁적",14
3097,"재도전",14
3098,"웰스파고",14
3099,"상충",14
3100,"icbc",14
3101,"마운트곡스",14
3102,"물밑",14
3103,"무이자",14
3104,"공공서비스",14
3105,"스마트폰은",14
3106,"치중",14
3107,"현금결제",14
3108,"앤트",14
3109,"도메인",14
3110,"포탈",14
3111,"10월1일",14
3112,"hahn",14
3113,"한세희기자",14
3114,"스마트월렛",14
3115,"한국계",14
3116,"자동응답",14
3117,"kg모빌리언스가",14
3118,"포스코ict",14
3119,"한국지사장",14
3120,"아이씨",14
3121,"보유한도",14
3122,"사금고",14
3123,"트러스트존에서",14
3124,"갤럭시s7",14
3125,"웨이신쯔푸",14
3126,"의금",14
3127,"악영향",13
3128,"자간",13
3129,"고도",13
3130,"디스플레이",13
3131,"무인",13
3132,"미래의",13
3133,"유럽시장",13
3134,"신생",13
3135,"토로",13
3136,"법원",13
3137,"북한",13
3138,"사내",13
3139,"수사",13
3140,"적응",13
3141,"탁월",13
3142,"과태료",13
3143,"몸집",13
3144,"역대",13
3145,"근무",13
3146,"맞이",13
3147,"시청",13
3148,"재단",13
3149,"지표",13
3150,"창업지원",13
3151,"idc",13
3152,"첫날",13
3153,"uae",13
3154,"저장성",13
3155,"약진",13
3156,"식사",13
3157,"렌딩클럽",13
3158,"당일",13
3159,"버스",13
3160,"운전자",13
3161,"정지",13
3162,"파생상품",13
3163,"식당",13
3164,"산업계",13
3165,"쟁점",13
3166,"취임",13
3167,"해법",13
3168,"독보적",13
3169,"방해",13
3170,"모바일",13
3171,"게임사",13
3172,"메모",13
3173,"편집",13
3174,"모니터",13
3175,"스북도",13
3176,"서점",13
3177,"상장사",13
3178,"중대",13
3179,"셀카",13
3180,"인의",13
3181,"수장",13
3182,"이목",13
3183,"고의",13
3184,"cnbc",13
3185,"대중교통",13
3186,"보더",13
3187,"서비스업",13
3188,"일체",13
3189,"사무",13
3190,"융합형",13
3191,"고정",13
3192,"예스24",13
3193,"삽입",13
3194,"동시",13
3195,"디도스",13
3196,"수년",13
3197,"판다코리아닷컴",13
3198,"초빙",13
3199,"일본에",13
3200,"캐릭터",13
3201,"눈치",13
3202,"제공업체",13
3203,"기밀",13
3204,"보장하",13
3205,"전시",13
3206,"한국기업",13
3207,"이민",13
3208,"흑자",13
3209,"syj",13
3210,"수시",13
3211,"모듈을",13
3212,"행정부",13
3213,"다리",13
3214,"융복합",13
3215,"수년간",13
3216,"불이익",13
3217,"총재",13
3218,"폭증",13
3219,"성공사례",13
3220,"자금난",13
3221,"일문일답",13
3222,"권고안",13
3223,"비용절감",13
3224,"압력",13
3225,"비약",13
3226,"왼쪽",13
3227,"별개",13
3228,"카페24는",13
3229,"타당성",13
3230,"나중",13
3231,"erp",13
3232,"프로그래머",13
3233,"저변",13
3234,"그때",13
3235,"이장현inside",13
3236,"예의주시",13
3237,"틈새",13
3238,"주머니",13
3239,"가이드",13
3240,"이용촉진",13
3241,"예탁",13
3242,"법적",13
3243,"이현주ecolhj",13
3244,"활로",13
3245,"non",13
3246,"연합회",13
3247,"불완전",13
3248,"예매",13
3249,"최종적",13
3250,"라이프스타일",13
3251,"속출",13
3252,"라쿠텐과",13
3253,"파리",13
3254,"보편적",13
3255,"대형사",13
3256,"법정주의",13
3257,"외환거래",13
3258,"보안사업",13
3259,"인사이드",13
3260,"당사",13
3261,"증권업",13
3262,"연구용역",13
3263,"텍스트",13
3264,"고수익",13
3265,"바르셀로나에서",13
3266,"정기예금",13
3267,"html5는",13
3268,"프로그래밍",13
3269,"불식",13
3270,"바르",13
3271,"사회관계망",13
3272,"피해보상",13
3273,"구애",13
3274,"은감",13
3275,"비트코인으로",13
3276,"신용평가기관",13
3277,"첨부",13
3278,"콘돔",13
3279,"전산시스템",13
3280,"클라우드를",13
3281,"관계기관",13
3282,"씨티은행",13
3283,"초롱",13
3284,"공공부문",13
3285,"횡령",13
3286,"개인금융",13
3287,"ddos",13
3288,"이병",13
3289,"fan",13
3290,"금융제도",13
3291,"기보",13
3292,"오픈ssl",13
3293,"cpu",13
3294,"yutoo",13
3295,"렌도",13
3296,"비접촉",13
3297,"브랜치",13
3298,"sgi",13
3299,"웨스틴조선호텔에서",13
3300,"pct",13
3301,"mint",13
3302,"드림시",13
3303,"피노텍은",13
3304,"코인플러그와",13
3305,"성적",12
3306,"호재",12
3307,"화장품",12
3308,"반도체",12
3309,"상용",12
3310,"애초",12
3311,"마이크로",12
3312,"이점",12
3313,"형국",12
3314,"대도시",12
3315,"사업체",12
3316,"연구기관",12
3317,"지인",12
3318,"인천",12
3319,"일관",12
3320,"출연",12
3321,"인재",12
3322,"상향",12
3323,"등극",12
3324,"순차적",12
3325,"스탠",12
3326,"테마",12
3327,"사생활",12
3328,"탈락",12
3329,"공모전",12
3330,"대박",12
3331,"히어",12
3332,"거주자",12
3333,"결함",12
3334,"남용",12
3335,"대상자",12
3336,"적합성",12
3337,"투명성",12
3338,"가중",12
3339,"공습",12
3340,"단어",12
3341,"상실",12
3342,"의견수렴",12
3343,"이해관계",12
3344,"지향점",12
3345,"추락",12
3346,"타진",12
3347,"테러",12
3348,"유주",12
3349,"오브",12
3350,"포트폴리오를",12
3351,"프라임",12
3352,"귀책",12
3353,"온라인게임",12
3354,"농업",12
3355,"유로",12
3356,"효용",12
3357,"금융지원",12
3358,"대구",12
3359,"대환",12
3360,"국정",12
3361,"리더십",12
3362,"소외",12
3363,"고가",12
3364,"초고속",12
3365,"유통망",12
3366,"공조",12
3367,"서로",12
3368,"이지",12
3369,"미진",12
3370,"고수",12
3371,"동사",12
3372,"크루셜텍",12
3373,"가시적",12
3374,"성별",12
3375,"진짜",12
3376,"성향",12
3377,"앱스토어",12
3378,"남편",12
3379,"자부",12
3380,"막바지",12
3381,"농업은행",12
3382,"유가증권",12
3383,"onlinenews",12
3384,"과점",12
3385,"급물살",12
3386,"확신",12
3387,"공단",12
3388,"ktb",12
3389,"정부기관",12
3390,"핀테크라는",12
3391,"마리",12
3392,"코스닥시장에서",12
3393,"대출심사",12
3394,"아일랜드",12
3395,"다음날",12
3396,"명분",12
3397,"대전",12
3398,"신용카드업",12
3399,"학회",12
3400,"국책사업",12
3401,"에프",12
3402,"태블릿pc",12
3403,"강연자",12
3404,"법무",12
3405,"카페24를",12
3406,"우세",12
3407,"워드",12
3408,"와의",12
3409,"저장장치",12
3410,"금융관련",12
3411,"위협적",12
3412,"지성",12
3413,"금융인",12
3414,"고심",12
3415,"형평성",12
3416,"표명",12
3417,"선별",12
3418,"공언",12
3419,"사용량",12
3420,"가담",12
3421,"매매",12
3422,"경제포럼",12
3423,"윤재",12
3424,"소공",12
3425,"자금지원",12
3426,"경남은행",12
3427,"유럽은",12
3428,"도태",12
3429,"중개업자",12
3430,"콘퍼런스에",12
3431,"홈플러스",12
3432,"본질적",12
3433,"박형",12
3434,"기기",12
3435,"도매업체",12
3436,"판매대금",12
3437,"jcb",12
3438,"초읽기",12
3439,"개인용",12
3440,"충칭",12
3441,"개별적",12
3442,"금융업권",12
3443,"news1",12
3444,"영업환경",12
3445,"수표",12
3446,"현금화",12
3447,"셀잇은",12
3448,"만반",12
3449,"무결",12
3450,"신년",12
3451,"보안체계",12
3452,"스캐너",12
3453,"액상",12
3454,"네이버페이로",12
3455,"김지민dandi",12
3456,"웹케시가",12
3457,"벤모",12
3458,"인터페이와",12
3459,"kg이니시스에",12
3460,"bak",12
3461,"모계",12
3462,"시미",12
3463,"패션",11
3464,"고성장",11
3465,"여파",11
3466,"근접",11
3467,"유통시장",11
3468,"상회",11
3469,"어제",11
3470,"자녀",11
3471,"일보",11
3472,"뿌리",11
3473,"종합대책",11
3474,"유형별",11
3475,"이에",11
3476,"일괄",11
3477,"하길",11
3478,"활력",11
3479,"기업공개",11
3480,"손님",11
3481,"정성",11
3482,"채무",11
3483,"슈퍼",11
3484,"광주",11
3485,"차별성",11
3486,"자산가",11
3487,"연회비",11
3488,"개막",11
3489,"실무자",11
3490,"choijh",11
3491,"경감",11
3492,"과세",11
3493,"귀국",11
3494,"체류",11
3495,"출입국",11
3496,"변혁",11
3497,"iso",11
3498,"끝장",11
3499,"대응책",11
3500,"양방향",11
3501,"용량",11
3502,"윈도xp",11
3503,"전방위",11
3504,"주년",11
3505,"클럽",11
3506,"통신망",11
3507,"통신비",11
3508,"피력",11
3509,"하모니카",11
3510,"학계",11
3511,"해체",11
3512,"비행기",11
3513,"방문자",11
3514,"지사",11
3515,"텐센트도",11
3516,"시동",11
3517,"태국",11
3518,"외식",11
3519,"금융정책",11
3520,"이용한도",11
3521,"자와",11
3522,"배당",11
3523,"젊은이",11
3524,"흥미",11
3525,"멘트",11
3526,"안타",11
3527,"국내총생산",11
3528,"샀다",11
3529,"세력",11
3530,"이순",11
3531,"신규사업",11
3532,"프랜차이즈",11
3533,"인하",11
3534,"캐시백",11
3535,"인건비",11
3536,"공개적",11
3537,"상은",11
3538,"비정상적",11
3539,"의결",11
3540,"구간",11
3541,"급감",11
3542,"주시",11
3543,"판별",11
3544,"통관",11
3545,"니스",11
3546,"블루",11
3547,"시나리오",11
3548,"정통",11
3549,"소행",11
3550,"이비",11
3551,"환율",11
3552,"신용평가회사",11
3553,"제2차",11
3554,"들보",11
3555,"네이버와",11
3556,"충성도",11
3557,"sk플래닛이",11
3558,"약품",11
3559,"납입",11
3560,"원천기술",11
3561,"골드만삭스",11
3562,"애로사항",11
3563,"선불형",11
3564,"박민",11
3565,"업무영역",11
3566,"위챗에",11
3567,"불가",11
3568,"인터파크도",11
3569,"사흘",11
3570,"컴퍼니",11
3571,"소기업",11
3572,"갈라파고스",11
3573,"정책관",11
3574,"도덕",11
3575,"다음주",11
3576,"카드회원",11
3577,"케이몰24",11
3578,"정답",11
3579,"자생력",11
3580,"일회성",11
3581,"저녁",11
3582,"회계",11
3583,"패드",11
3584,"누설",11
3585,"열쇠",11
3586,"절대적",11
3587,"지하철",11
3588,"배터리",11
3589,"법체계",11
3590,"보안장치",11
3591,"외연",11
3592,"엔지니어링",11
3593,"세분",11
3594,"앱카드는",11
3595,"조심",11
3596,"헬로",11
3597,"선착순",11
3598,"준수",11
3599,"라쿠텐뱅크는",11
3600,"영업망",11
3601,"전년도",11
3602,"견해",11
3603,"선두권",11
3604,"대단",11
3605,"헤이",11
3606,"메인",11
3607,"추첨",11
3608,"bnp",11
3609,"one",11
3610,"미니",11
3611,"상이",11
3612,"정보관리",11
3613,"사업계획서",11
3614,"칼럼",11
3615,"운영자금",11
3616,"과기",11
3617,"디멘터",11
3618,"2단계로",11
3619,"네이버도",11
3620,"현금카드",11
3621,"촉매제",11
3622,"실명인",11
3623,"허위",11
3624,"캄보디아",11
3625,"데모",11
3626,"여유자금",11
3627,"세금계산",11
3628,"이율",11
3629,"경영학과",11
3630,"업권",11
3631,"부원장",11
3632,"kmall24",11
3633,"유휴",11
3634,"엔씨소프트와",11
3635,"백업",11
3636,"점심",11
3637,"불량자",11
3638,"유한",11
3639,"크라우드펀딩은",11
3640,"학자금",11
3641,"금융센터",11
3642,"코리아센터닷컴은",11
3643,"테스크",11
3644,"mwc",11
3645,"이용약관",11
3646,"무역상",11
3647,"미끼",11
3648,"테두리",11
3649,"서초구",11
3650,"액티브x에",11
3651,"카드업체",11
3652,"응용프로그램",11
3653,"평점",11
3654,"손바닥",11
3655,"사설",11
3656,"사전예고",11
3657,"스미싱은",11
3658,"윤호영",11
3659,"특례법",11
3660,"당락",11
3661,"서병호",11
3662,"대출금액",11
3663,"p2p업체가",11
3664,"모바일뱅크",11
3665,"스마트폰뱅킹",11
3666,"500v",11
3667,"위챗페이를",11
3668,"사이버캅",11
3669,"세뱃돈",11
3670,"개인신용대출",11
3671,"빈대",11
3672,"리액션",11
3673,"efds",11
3674,"라임라이트",11
3675,"톡알림",11
3676,"세틀뱅크를",11
3677,"notas",11
3678,"a2ia",11
3679,"잔지",11
3680,"fta",10
3681,"납품",10
3682,"asp",10
3683,"가트너는",10
3684,"지배하",10
3685,"패권",10
3686,"기점",10
3687,"민주",10
3688,"본부",10
3689,"위법",10
3690,"창의성",10
3691,"권익",10
3692,"증가율",10
3693,"투명",10
3694,"행복",10
3695,"그들",10
3696,"부채",10
3697,"조선",10
3698,"차별",10
3699,"필리",10
3700,"지방자치단체",10
3701,"e커머스",10
3702,"지지부진",10
3703,"과학자",10
3704,"장애",10
3705,"런던",10
3706,"무게",10
3707,"통로",10
3708,"가맹점주",10
3709,"음원",10
3710,"가공",10
3711,"무시",10
3712,"비상",10
3713,"삼성sds",10
3714,"선포",10
3715,"심도",10
3716,"압축",10
3717,"전향적",10
3718,"직결",10
3719,"편중",10
3720,"스폰서",10
3721,"공고",10
3722,"삼성월렛",10
3723,"개인간",10
3724,"본격",10
3725,"소매시장",10
3726,"파고",10
3727,"아나",10
3728,"검찰",10
3729,"자극",10
3730,"공정성",10
3731,"대열",10
3732,"통일",10
3733,"엔프로텍트",10
3734,"사업권",10
3735,"취급액",10
3736,"분기별",10
3737,"인포바인",10
3738,"시계",10
3739,"자재",10
3740,"증폭",10
3741,"환경변화",10
3742,"롯데카드도",10
3743,"공무원",10
3744,"세계최대",10
3745,"자정",10
3746,"캡처",10
3747,"레벨",10
3748,"거래대금",10
3749,"급부상하",10
3750,"튜브",10
3751,"다이",10
3752,"위챗을",10
3753,"메이크샵은",10
3754,"사와",10
3755,"설득력",10
3756,"이영",10
3757,"인력과",10
3758,"전자적",10
3759,"정책방향",10
3760,"전업",10
3761,"망명",10
3762,"일반인",10
3763,"일시적",10
3764,"왕상",10
3765,"긴밀",10
3766,"웹툰",10
3767,"법제",10
3768,"부가",10
3769,"공통적",10
3770,"정우",10
3771,"물색",10
3772,"빌딩",10
3773,"우호적",10
3774,"gs25",10
3775,"하위",10
3776,"호소",10
3777,"건이",10
3778,"포괄적",10
3779,"대변인",10
3780,"모바일쇼핑",10
3781,"명목",10
3782,"평화",10
3783,"불리",10
3784,"장려",10
3785,"컨텐츠",10
3786,"개발도상국",10
3787,"라이벌",10
3788,"사후적",10
3789,"훼손",10
3790,"위력",10
3791,"승산",10
3792,"오른쪽",10
3793,"연관성",10
3794,"주유소",10
3795,"한양",10
3796,"심플렉스인터넷",10
3797,"기술표준",10
3798,"달라",10
3799,"약국",10
3800,"격전지",10
3801,"관련주",10
3802,"아마존이나",10
3803,"엠페이는",10
3804,"시기",10
3805,"평판",10
3806,"부응",10
3807,"시일",10
3808,"예금자",10
3809,"보조",10
3810,"디스",10
3811,"정용",10
3812,"영미",10
3813,"여자",10
3814,"방증",10
3815,"영업정지",10
3816,"사기범",10
3817,"중개업",10
3818,"도입비용",10
3819,"수개월",10
3820,"열사",10
3821,"네이버를",10
3822,"apec",10
3823,"갤럭시노트5",10
3824,"골칫거리",10
3825,"요약",10
3826,"조금씩",10
3827,"확립",10
3828,"박세",10
3829,"보이스피싱",10
3830,"난립",10
3831,"라이센스",10
3832,"은행서비스",10
3833,"등록제",10
3834,"lgu",10
3835,"올초",10
3836,"범죄자",10
3837,"선결",10
3838,"합법적",10
3839,"여행객",10
3840,"브레인",10
3841,"동전",10
3842,"논문",10
3843,"명세서",10
3844,"가입자수",10
3845,"신무",10
3846,"실태조사",10
3847,"계도",10
3848,"인은",10
3849,"형편",10
3850,"자동응답시스템",10
3851,"인식률",10
3852,"가입금액",10
3853,"라온시큐어와",10
3854,"투자비용",10
3855,"동맹",10
3856,"비회원",10
3857,"검거",10
3858,"가이",10
3859,"유동",10
3860,"정통부",10
3861,"마이크로소프트사",10
3862,"hhj6386",10
3863,"트랜스퍼와이즈",10
3864,"약사",10
3865,"rsa",10
3866,"클라이언트",10
3867,"배재",10
3868,"정책실장",10
3869,"액티브x로",10
3870,"맹점",10
3871,"본금",10
3872,"진위",10
3873,"초상",10
3874,"물품대금",10
3875,"짝짓기",10
3876,"p2p금융은",10
3877,"론칭한다",10
3878,"kpmg",10
3879,"지폐",10
3880,"춘제",10
3881,"최영희저작권자",10
3882,"nh핀테크",10
3883,"스코어링",10
3884,"이인종",10
3885,"부실화",10
3886,"효성itx",10
3887,"배점",10
3888,"환주",10
3889,"aisva",10
3890,"제1금융권",10
3891,"무현금",10
3892,"상품구조",10
3893,"cib",10
3894,"신상정보",10
3895,"앤트파이낸셜이",10
3896,"효진",10
3897,"효익",10
3898,"에이티솔루션즈와",10
3899,"조권",10
3900,"utc",10
3901,"출원인",10
3902,"랜섬웨어",10
3903,"복은",10
3904,"올댓차이나는",10
3905,"나노브릭이",10
3906,"몬지",10
3907,"총집",10
3908,"공장",9
3909,"단가",9
3910,"가트너에",9
3911,"이곳",9
3912,"정체",9
3913,"판매량",9
3914,"국무",9
3915,"레노버",9
3916,"영어",9
3917,"지수",9
3918,"고조",9
3919,"산업체",9
3920,"구별",9
3921,"총력",9
3922,"파괴적",9
3923,"활약",9
3924,"개소",9
3925,"거점",9
3926,"동네",9
3927,"인간",9
3928,"표방",9
3929,"행진",9
3930,"벤처캐피탈",9
3931,"아침",9
3932,"판로",9
3933,"리치",9
3934,"부총리",9
3935,"제보",9
3936,"모바일화",9
3937,"미국계",9
3938,"신상품",9
3939,"기계",9
3940,"블랙",9
3941,"사업구조",9
3942,"네덜란드",9
3943,"상단",9
3944,"역설",9
3945,"조명",9
3946,"증권거래소",9
3947,"감면",9
3948,"공채",9
3949,"기한",9
3950,"변동성",9
3951,"이주",9
3952,"종이",9
3953,"주민등록증",9
3954,"증정",9
3955,"이지훈lizi",9
3956,"도착",9
3957,"마윈은",9
3958,"에바",9
3959,"개선안",9
3960,"고착화",9
3961,"나름",9
3962,"되풀이",9
3963,"로열티",9
3964,"수위",9
3965,"연기",9
3966,"연초",9
3967,"적시",9
3968,"진보",9
3969,"통신과",9
3970,"지형",9
3971,"기업체",9
3972,"실천",9
3973,"bat",9
3974,"이초희cho77love",9
3975,"앱스토어에서",9
3976,"사과",9
3977,"각축전",9
3978,"아마존을",9
3979,"핀테크시장",9
3980,"금융업종",9
3981,"조류",9
3982,"강남",9
3983,"특혜",9
3984,"토털",9
3985,"농촌",9
3986,"불공정",9
3987,"야후는",9
3988,"마이너스",9
3989,"지향",9
3990,"수반",9
3991,"장바구니",9
3992,"전국적",9
3993,"웹하드",9
3994,"박희",9
3995,"향후",9
3996,"로컬",9
3997,"할만",9
3998,"구미",9
3999,"정병",9
4000,"앵커",9
4001,"소식통",9
4002,"국공",9
4003,"유선",9
4004,"전자우편",9
4005,"biz",9
4006,"전수",9
4007,"의의",9
4008,"옥션과",9
4009,"이오",9
4010,"핸드폰",9
4011,"신화통신",9
4012,"궁금",9
4013,"순익",9
4014,"쇼핑객",9
4015,"이니텍",9
4016,"급급",9
4017,"벌금",9
4018,"협력관계",9
4019,"말씀",9
4020,"dss",9
4021,"pci",9
4022,"차장",9
4023,"추격",9
4024,"srpark",9
4025,"복권",9
4026,"미소",9
4027,"협박",9
4028,"롯데닷컴",9
4029,"뱅크월렛카카오는",9
4030,"뱅크월렛카카오를",9
4031,"자산규모",9
4032,"수수",9
4033,"오랫동안",9
4034,"일하",9
4035,"정치권",9
4036,"ott",9
4037,"저비용",9
4038,"우수성",9
4039,"트레이딩",9
4040,"설득",9
4041,"공통",9
4042,"관이",9
4043,"네이버비즈니스플랫폼",9
4044,"날개",9
4045,"제3차",9
4046,"확고",9
4047,"분포",9
4048,"본연",9
4049,"수석연구원",9
4050,"보안상",9
4051,"그림",9
4052,"누군가",9
4053,"훌륭",9
4054,"web",9
4055,"경력자",9
4056,"마다",9
4057,"명명",9
4058,"음성인식",9
4059,"손질",9
4060,"발걸음",9
4061,"감독실",9
4062,"개인사업자",9
4063,"황승익",9
4064,"참가자",9
4065,"블로그",9
4066,"모험",9
4067,"위챗은",9
4068,"감수",9
4069,"판다코리아닷컴은",9
4070,"소셜미디어",9
4071,"산출",9
4072,"보안관",9
4073,"단언",9
4074,"편성",9
4075,"버블",9
4076,"형기",9
4077,"리포트",9
4078,"국기",9
4079,"앱카드를",9
4080,"반납",9
4081,"이동전화",9
4082,"낙하산",9
4083,"푸시",9
4084,"제어",9
4085,"간소",9
4086,"요령",9
4087,"중급",9
4088,"행의",9
4089,"하니",9
4090,"다양화",9
4091,"캐쉬",9
4092,"공산",9
4093,"kdi",9
4094,"변환",9
4095,"신금",9
4096,"소외계층",9
4097,"방크",9
4098,"안행",9
4099,"토끼",9
4100,"hjyou",9
4101,"cfo",9
4102,"난항",9
4103,"워즈",9
4104,"스미싱으로",9
4105,"보호장치",9
4106,"상금",9
4107,"미래에셋",9
4108,"느슨",9
4109,"대출한도",9
4110,"통신판매",9
4111,"제3자에게",9
4112,"빅데이터가",9
4113,"html5가",9
4114,"상담사",9
4115,"아마존처럼",9
4116,"은련",9
