"obs","words","count"
12112,"워런",1
12113,"가격조정",1
12114,"가까이",1
12115,"건립",1
12116,"관념",1
12117,"균열",1
12118,"기록했",1
12119,"남북",1
12120,"노사",1
12121,"논평",1
12122,"도서출판",1
12123,"범행",1
12124,"삭감",1
12125,"살해",1
12126,"수습",1
12127,"실종",1
12128,"영유아",1
12129,"우발적",1
12130,"울산",1
12131,"전모",1
12132,"제의",1
12133,"콘크리트",1
12134,"항소",1
12135,"흉기",1
12136,"련의",1
12137,"목마",1
12138,"범죄꾼",1
12139,"중국은련은",1
12140,"단지",1
12141,"무역금융",1
12142,"총량제",1
12143,"게이츠",1
12144,"반경",1
12145,"동계",1
12146,"디자인학",1
12147,"수능",1
12148,"수업",1
12149,"수학",1
12150,"입학",1
12151,"장애인",1
12152,"재학",1
12153,"진로",1
12154,"처장",1
12155,"하계",1
12156,"학년",1
12157,"이채",1
12158,"자치",1
12159,"체육",1
12160,"근로자",1
12161,"상택",1
12162,"솔선수범",1
12163,"순방",1
12164,"완만",1
12165,"외투",1
12166,"을미",1
12167,"이를위해",1
12168,"역성장",1
12169,"확대도",1
12170,"그램",1
12171,"카를로스",1
12172,"g밸리",1
12173,"jmstal01",1
12174,"강소",1
12175,"개조",1
12176,"결실",1
12177,"광역",1
12178,"굴레",1
12179,"근원",1
12180,"다짐",1
12181,"당리당략",1
12182,"도외시",1
12183,"매몰",1
12184,"볼거리",1
12185,"비상식",1
12186,"사회적",1
12187,"산맥",1
12188,"수도권",1
12189,"실사구시",1
12190,"실업률",1
12191,"열매",1
12192,"이웃",1
12193,"장막",1
12194,"전성시대",1
12195,"정쟁",1
12196,"준공",1
12197,"지구",1
12198,"집수리",1
12199,"컨텐츠와",1
12200,"터전",1
12201,"학문",1
12202,"협치",1
12203,"혼신",1
12204,"화합",1
12205,"차량용",1
12206,"bbc",1
12207,"펀딩에",1
12208,"고성능",1
12209,"사이드",1
12210,"에코시스템",1
12211,"유제훈kalamal",1
12212,"유재",1
12213,"다라",1
12214,"드리",1
12215,"개그",1
12216,"구단",1
12217,"만능주의",1
12218,"석유",1
12219,"엘리트",1
12220,"왜소",1
12221,"웃음",1
12222,"주니어헤럴드",1
12223,"체스터",1
12224,"콘서트",1
12225,"평범",1
12226,"호감",1
12227,"경연",1
12228,"광부",1
12229,"구비",1
12230,"네트워킹",1
12231,"놀이",1
12232,"문화체육관",1
12233,"성황리",1
12234,"엽서",1
12235,"인형",1
12236,"재능",1
12237,"콘텐츠로",1
12238,"콘텐츠분야",1
12239,"티켓몬스터",1
12240,"박병희nut",1
12241,"버핏은",1
12242,"블룸버그는",1
12243,"높혔다",1
12244,"독주",1
12245,"카카오픽",1
12246,"생산적",1
12247,"에릭",1
12248,"욕망",1
12249,"저자",1
12250,"출하",1
12251,"가뿐",1
12252,"증식",1
12253,"패트릭",1
12254,"사냥꾼",1
12255,"주방",1
12256,"중장비",1
12257,"고등",1
12258,"대한무역투자진흥공사",1
12259,"성분",1
12260,"세련",1
12261,"세태",1
12262,"커넥팅",1
12263,"특화했다",1
12264,"향연",1
12265,"증가액",1
12266,"보디",1
12267,"우버가",1
12268,"일간지",1
12269,"가중처벌",1
12270,"각급",1
12271,"겨울철",1
12272,"기여자",1
12273,"난방",1
12274,"반환",1
12275,"발동",1
12276,"보행",1
12277,"분양",1
12278,"비과세",1
12279,"상해보험",1
12280,"세부담",1
12281,"아동",1
12282,"양도소득세",1
12283,"어른",1
12284,"연한",1
12285,"영업일",1
12286,"이공계",1
12287,"임대차계약",1
12288,"자동판매기",1
12289,"제재조치",1
12290,"주민등록",1
12291,"주택청약",1
12292,"청구권",1
12293,"출고",1
12294,"출국",1
12295,"카드대출",1
12296,"퓨전",1
12297,"해외여행자",1
12298,"맞춤",1
12299,"전업주부",1
12300,"고정관념",1
12301,"투자펀드",1
12302,"헤지펀드를",1
12303,"회장직",1
12304,"객수",1
12305,"fcc",1
12306,"lcd",1
12307,"vod",1
12308,"개화",1
12309,"계통",1
12310,"고착",1
12311,"기민",1
12312,"기아차",1
12313,"내후년",1
12314,"대전환",1
12315,"망연자실",1
12316,"명암",1
12317,"미달",1
12318,"쇼크",1
12319,"신조류",1
12320,"어젠다",1
12321,"예산안",1
12322,"의료정보",1
12323,"이직",1
12324,"이해관계자",1
12325,"일색",1
12326,"전문가집단",1
12327,"정보통신산업진흥",1
12328,"질타",1
12329,"차제",1
12330,"체감도",1
12331,"치킨",1
12332,"탄소",1
12333,"탈출구",1
12334,"퇴직자",1
12335,"해상도",1
12336,"현물",1
12337,"후방",1
12338,"힘겨루기",1
12339,"derrida",1
12340,"가적",1
12341,"돈방석",1
12342,"발전시키느냐에",1
12343,"상징적",1
12344,"손잡기",1
12345,"야망",1
12346,"전력투구",1
12347,"카셰어링",1
12348,"목표액",1
12349,"사회복지",1
12350,"전직원",1
12351,"조인트",1
12352,"가정용품",1
12353,"구글코리아",1
12354,"그래프",1
12355,"다각",1
12356,"박스",1
12357,"신규시장",1
12358,"아마존이라는",1
12359,"유통업체인",1
12360,"먹성",1
12361,"삼성월렛에서",1
12362,"p2p대출업체인",1
12363,"뭇매",1
12364,"심야",1
12365,"중독",1
12366,"혈안",1
12367,"데뷔",1
12368,"대폭",1
12369,"가공식품",1
12370,"계란",1
12371,"passion",1
12372,"정열",1
12373,"강영연yykang",1
12374,"마이크",1
12375,"사이즈",1
12376,"나스닥",1
12377,"선출",1
12378,"얍을",1
12379,"팝콘",1
12380,"21세기북스",1
12381,"겨울",1
12382,"글쓰기",1
12383,"기적",1
12384,"디즈니",1
12385,"에피소드",1
12386,"규제제도",1
12387,"기초체력",1
12388,"많은",1
12389,"문병",1
12390,"우리기업",1
12391,"츨러스",1
12392,"허지",1
12393,"ssanh",1
12394,"매인",1
12395,"안승섭",1
12396,"이지헌스마트폰이",1
12397,"전초",1
12398,"전초전",1
12399,"체질개선",1
12400,"햄버거",1
12401,"기약",1
12402,"보유주식",1
12403,"소액투자자",1
12404,"순환",1
12405,"시의적절",1
12406,"엔터프라이즈",1
12407,"운영시스템",1
12408,"이소",1
12409,"클레임",1
12410,"과자",1
12411,"맥주",1
12412,"jsa",1
12413,"감찰",1
12414,"공작",1
12415,"년생",1
12416,"반부패",1
12417,"부국장",1
12418,"비리",1
12419,"차이나유니콤",1
12420,"총경리",1
12421,"총국",1
12422,"홍제",1
12423,"구걸",1
12424,"로인",1
12425,"세전",1
12426,"손정",1
12427,"연방정부",1
12428,"재목",1
12429,"파티",1
12430,"환호성",1
12431,"매매가",1
12432,"어닝",1
12433,"인터내셔날",1
12434,"주문자상표부착생산",1
12435,"환원",1
12436,"2년6개월",1
12437,"공분",1
12438,"국제유가",1
12439,"규합",1
12440,"미주리",1
12441,"부패",1
12442,"블라디미르",1
12443,"빅딜",1
12444,"서방",1
12445,"서울병원",1
12446,"암투",1
12447,"언론인",1
12448,"원유",1
12449,"위배",1
12450,"인수자금",1
12451,"정상회담",1
12452,"직책",1
12453,"진도",1
12454,"진압",1
12455,"참수",1
12456,"청사",1
12457,"친척",1
12458,"크라이",1
12459,"크림",1
12460,"토막",1
12461,"파문",1
12462,"퍼거슨",1
12463,"푸틴",1
12464,"김보영wing",1
12465,"산학",1
12466,"스탠퍼드대",1
12467,"스페인에서",1
12468,"중심지",1
12469,"팽배",1
12470,"개혁개방",1
12471,"궤적",1
12472,"모래",1
12473,"월마트가",1
12474,"전진",1
12475,"증인",1
12476,"찡동",1
12477,"출신성분",1
12478,"판돈",1
12479,"물류업계",1
12480,"엔프로텍트는",1
12481,"유추",1
12482,"이와관련",1
12483,"잉카인터넷이",1
12484,"자동제어",1
12485,"작성자",1
12486,"전방",1
12487,"닝이",1
12488,"견인차",1
12489,"소셜커머스가",1
12490,"중소업체",1
12491,"증설",1
12492,"갈아치웠다",1
12493,"랠리",1
12494,"블룸버그통신은",1
12495,"모조품",1
12496,"퇴치",1
12497,"장영",1
12498,"대로",1
12499,"과이",1
12500,"민원과",1
12501,"센다이",1
12502,"주멕시코",1
12503,"주몽",1
12504,"주베트남",1
12505,"주사우",1
12506,"주삿포로",1
12507,"주샌프란시스코",1
12508,"주칠",1
12509,"주캄보디아",1
12510,"주콜롬비아",1
12511,"주하갓냐",1
12512,"파라",1
12513,"sbi액시즈도",1
12514,"sbi액시즈만",1
12515,"sbi액시즈인데요",1
12516,"sbi인베스트먼트가",1
12517,"sbi페이포올",1
12518,"sbi홀딩스가",1
12519,"네덜란드에",1
12520,"롯데계열사에",1
12521,"브로드밴드",1
12522,"상장했고요",1
12523,"액시즈솔루션",1
12524,"액시즈페이먼트",1
12525,"이승종hanarum",1
12526,"제우스",1
12527,"캐시비서비스와",1
12528,"컨텐츠물들은",1
12529,"몰입",1
12530,"주력상품",1
12531,"주방용품",1
12532,"콘텐츠나",1
12533,"향수",1
12534,"골드",1
12535,"중학교",1
12536,"텅쉰과",1
12537,"테마파크",1
12538,"인포뱅크",1
12539,"소매업",1
12540,"정채",1
12541,"증가폭",1
12542,"하수",1
12543,"고용창출",1
12544,"다지기",1
12545,"닥터",1
12546,"가격인하",1
12547,"두둑",1
12548,"막론",1
12549,"몸통",1
12550,"못잖게",1
12551,"반값",1
12552,"엄두",1
12553,"지리적",1
12554,"무감각",1
12555,"게임기",1
12556,"어리석음",1
12557,"재산권",1
12558,"서비스산업",1
12559,"재직",1
12560,"balme",1
12561,"기존사업",1
12562,"강원랜드",1
12563,"센스",1
12564,"정부정책",1
12565,"투자전략",1
12566,"파라다이스",1
12567,"경제통합",1
12568,"대외경제정책",1
12569,"비관",1
12570,"버팀목",1
12571,"어르신",1
12572,"신통",1
12573,"per",1
12574,"아시아경제tv",1
12575,"어떤가요",1
12576,"주요주주",1
12577,"구글플레이",1
12578,"대작",1
12579,"강철",1
12580,"근원지",1
12581,"김정은",1
12582,"당의",1
12583,"민권",1
12584,"민주주의",1
12585,"성토",1
12586,"소니픽처스",1
12587,"아시안",1
12588,"장군",1
12589,"주위",1
12590,"c2c",1
12591,"지름길",1
12592,"창고형",1
12593,"발행규모",1
12594,"블룸버그통신이",1
12595,"엔화",1
12596,"페트",1
12597,"홍콩에",1
12598,"yun1972",1
12599,"개편작업",1
12600,"공시의무",1
12601,"비상장사",1
12602,"회부",1
12603,"공로",1
12604,"1월24일부터",1
12605,"1차관",1
12606,"원자재",1
12607,"플레이스",1
12608,"영업적자",1
12609,"주관기관",1
12610,"sen",1
12611,"건실",1
12612,"대통령령",1
12613,"상조업",1
12614,"심의절차",1
12615,"판례",1
12616,"여행업",1
12617,"자문단",1
12618,"적용대상",1
12619,"친인척",1
12620,"허용범위",1
12621,"모멘텀",1
12622,"협상력",1
12623,"조사분석",1
12624,"페리",1
12625,"식음료",1
12626,"번역",1
12627,"소비자상담",1
12628,"우리말",1
12629,"월요일",1
12630,"rice",1
12631,"도서",1
12632,"산업진흥",1
12633,"심의위원회",1
12634,"아동용",1
12635,"연착륙",1
12636,"apm",1
12637,"홈플러스는",1
12638,"동급",1
12639,"보안장비",1
12640,"르네상스",1
12641,"합자회사",1
12642,"ggv",1
12643,"ninano",1
12644,"류경",1
12645,"매트릭스",1
12646,"성지",1
12647,"전용관",1
12648,"한미",1
12649,"망은",1
12650,"총정리",1
12651,"함박웃음",1
12652,"네오",1
12653,"선데이토즈",1
12654,"인적",1
12655,"전필수philsu",1
12656,"line",1
12657,"카테고리",1
12658,"보정",1
12659,"스낵",1
12660,"일석이조",1
12661,"타이",1
12662,"공업체",1
12663,"맞아떨어진",1
12664,"방문객",1
12665,"식물",1
12666,"채소",1
12667,"나비",1
12668,"리옌훙",1
12669,"마윈에게",1
12670,"우한",1
12671,"인수했",1
12672,"탈환",1
12673,"benyun",1
12674,"슈퍼컴퓨터",1
12675,"윤건",1
12676,"치후360",1
12677,"한국ibm",1
12678,"부속",1
12679,"수석비서관",1
12680,"외교통",1
12681,"주대",1
12682,"이준삼",1
12683,"jksun",1
12684,"관영통신",1
12685,"규중",1
12686,"파크",1
12687,"3박자",1
12688,"연방수사국",1
12689,"귀가",1
12690,"니에",1
12691,"싹쓸이",1
12692,"중개상",1
12693,"통의",1
12694,"미화",1
12695,"원피스",1
12696,"감동",1
12697,"글귀",1
12698,"묘사",1
12699,"문장",1
12700,"미안",1
12701,"미즈",1
12702,"밥상",1
12703,"시원",1
12704,"웨이터",1
12705,"정연",1
12706,"집필",1
12707,"칼럼니스트",1
12708,"타고",1
12709,"현지어",1
12710,"흥망",1
12711,"빌게이츠",1
12712,"자청",1
12713,"창장",1
12714,"레거시가",1
12715,"레거시를",1
12716,"붙긴",1
12717,"사족",1
12718,"있는가가",1
12719,"지켜보긴",1
12720,"프라스퍼",1
12721,"핀테크회사들은",1
12722,"핀텍벤처",1
12723,"윈스",1
12724,"플랜티넷",1
12725,"usa",1
12726,"삼성폰을",1
12727,"영역확장",1
12728,"주력분야",1
12729,"이원화",1
12730,"인내심",1
12731,"폭등세",1
12732,"발목잡혀",1
12733,"카미",1
12734,"무난",1
12735,"보석",1
12736,"보일러",1
12737,"빙하기",1
12738,"석간",1
12739,"스마트tv",1
12740,"실형",1
12741,"우리생활",1
12742,"으로써",1
12743,"인색",1
12744,"캐시백을",1
12745,"파손",1
12746,"sk컴즈",1
12747,"sk플래닛과",1
12748,"주간사",1
12749,"확정지",1
12750,"악수",1
12751,"결연",1
12752,"경남도",1
12753,"상호교류",1
12754,"고기",1
12755,"도이치",1
12756,"보에",1
12757,"양심",1
12758,"열중",1
12759,"중문판",1
12760,"특판",1
12761,"중부고속도로",1
12762,"평택",1
12763,"e마켓",1
12764,"국채",1
12765,"시스코",1
12766,"조달금리",1
12767,"조달비",1
12768,"차환",1
12769,"크레딧",1
12770,"타이트",1
12771,"투자수요",1
12772,"트란",1
12773,"cbt",1
12774,"상장했으며",1
12775,"아이돌",1
12776,"황인선enutty415",1
12777,"이타",1
12778,"게시판",1
12779,"누리꾼",1
12780,"박태준",1
12781,"배송료",1
12782,"아보",1
12783,"안녕",1
12784,"증원",1
12785,"지상",1
12786,"전기통신",1
12787,"정보유통",1
12788,"베이징은행",1
12789,"위메프와",1
12790,"siso",1
12791,"홍성",1
12792,"b2b거래",1
12793,"유통구조",1
12794,"유통단계",1
12795,"지연진gyj",1
12796,"컨셉",1
12797,"산지",1
12798,"눈높이",1
12799,"발급매수",1
12800,"발매",1
12801,"차지했",1
12802,"동물",1
12803,"리터",1
12804,"최동현nell",1
12805,"싱가포르업체도",1
12806,"에뉴",1
12807,"완강",1
12808,"모모",1
12809,"중소기업지원",1
12810,"그리드",1
12811,"쏠림",1
12812,"연결성",1
12813,"대적",1
12814,"마로",1
12815,"국내최초",1
12816,"분노",1
12817,"모듈과",1
12818,"supia927",1
12819,"서은",1
12820,"국가발전",1
12821,"서부",1
12822,"성도",1
12823,"국세",1
12824,"국제협력",1
12825,"성은",1
12826,"음료",1
12827,"중국최대",1
12828,"통합적",1
12829,"한국상품",1
12830,"부양",1
12831,"핸드",1
12832,"조아",1
12833,"줄기",1
12834,"런칭할",1
12835,"조이",1
12836,"사냥감",1
12837,"수백만달러",1
12838,"도지사",1
12839,"페어",1
12840,"가입국",1
12841,"그날",1
12842,"세계무역기구",1
12843,"세관",1
12844,"원산지",1
12845,"제10",1
12846,"차치",1
12847,"모바일인터넷",1
12848,"봉황",1
12849,"사주",1
12850,"공유토",1
12851,"홍콩인",1
12852,"금발",1
12853,"네이버라인",1
12854,"런던이나",1
12855,"미래에셋에",1
12856,"위탁업무",1
12857,"유럽에는",1
12858,"기지",1
12859,"부지",1
12860,"해외직접투자",1
12861,"해외투자",1
12862,"관장",1
12863,"소비자층",1
12864,"장년",1
12865,"국가경제",1
12866,"롯데닷컴과",1
12867,"이바",1
12868,"photo",1
12869,"고백",1
12870,"더블",1
12871,"라지",1
12872,"사법",1
12873,"알렉스",1
12874,"이슬람",1
12875,"콜롬비아",1
12876,"승승장구",1
12877,"구전",1
12878,"레노버에",1
12879,"메이커",1
12880,"수혈",1
12881,"결성",1
12882,"경제계",1
12883,"기고문",1
12884,"기질",1
12885,"나이지리아",1
12886,"낭비",1
12887,"당면과제",1
12888,"당선",1
12889,"대원",1
12890,"로버트",1
12891,"버냉키",1
12892,"봉사단",1
12893,"부의장",1
12894,"북아프리카",1
12895,"비아",1
12896,"상근",1
12897,"상원",1
12898,"소설",1
12899,"수뇌부",1
12900,"수라",1
12901,"시우",1
12902,"위크",1
12903,"이라크",1
12904,"인과",1
12905,"입문",1
12906,"재분배",1
12907,"증세",1
12908,"지부",1
12909,"창시",1
12910,"청바지",1
12911,"총알",1
12912,"추모",1
12913,"출마",1
12914,"탈리",1
12915,"테러리스트",1
12916,"업적",1
12917,"뒤집",1
12918,"소상인",1
12919,"우물",1
12920,"10년만인",1
12921,"1년만인",1
12922,"국지적",1
12923,"마커스를",1
12924,"아마존월렛",1
12925,"웨이신샤오덴",1
12926,"정체하느냐",1
12927,"혼전",1
12928,"황금시장",1
12929,"연하",1
12930,"행각",1
12931,"kang",1
12932,"다각도",1
12933,"영예",1
12934,"진검승부",1
12935,"평가단",1
12936,"mkg",1
12937,"김태성",1
12938,"11번가",1
12939,"유아용품",1
12940,"샘플",1
12941,"워싱턴",1
12942,"edge",1
12943,"포화",1
12944,"비준",1
12945,"서한",1
12946,"영광",1
12947,"궤도",1
12948,"머스크",1
12949,"발사장",1
12950,"베조스는",1
12951,"우주여행",1
12952,"선장",1
12953,"종래",1
12954,"침몰",1
12955,"장시",1
12956,"일부분",1
12957,"가도",1
12958,"국내용",1
12959,"선전포고",1
12960,"합당",1
12961,"program",1
12962,"기능성",1
12963,"수요증가",1
12964,"g마켓",1
12965,"소비자중심",1
12966,"맞선",1
12967,"티엔마오",1
12968,"농축산물",1
12969,"일거",1
12970,"가전시장",1
12971,"고객확보",1
12972,"비대한",1
12973,"애스크로",1
12974,"중국은행업",1
12975,"직역",1
12976,"테이프",1
12977,"파도",1
12978,"부근",1
12979,"아모레퍼시픽",1
12980,"김치",1
12981,"도로망",1
12982,"린의",1
12983,"인프라스트럭처",1
12984,"인프라스트럭처를",1
12985,"일국",1
12986,"향유",1
12987,"흥업",1
12988,"수천억",1
12989,"공신",1
12990,"률기",1
12991,"운영책임자",1
12992,"gorious",1
12993,"화초",1
12994,"인플레이션",1
12995,"탄력적",1
12996,"콘트롤",1
12997,"내실화",1
12998,"뉴스y",1
12999,"건조",1
13000,"동남아지역",1
13001,"조슬기나seul",1
13002,"소견",1
13003,"호남",1
13004,"미비점",1
13005,"제도상",1
13006,"기술환경",1
13007,"청소년보호",1
13008,"확인제",1
13009,"록의",1
13010,"법집행",1
13011,"겉모습",1
13012,"교통체증",1
13013,"기자단",1
13014,"대접",1
13015,"번화가",1
13016,"심심찮게",1
13017,"싸구려",1
13018,"양회",1
13019,"플래그십",1
13020,"해프닝",1
13021,"토크",1
13022,"장진복이르면",1
13023,"wto",1
13024,"금융분쟁",1
13025,"김우섭duter",1
13026,"제5대",1
13027,"조정위원회",1
13028,"캔자스주립대",1
13029,"였지만",1
13030,"과정상",1
13031,"배타",1
13032,"베트남을",1
13033,"증명서",1
13034,"mirage",1
13035,"정세",1
13036,"싱가포르와",1
13037,"미래기술",1
13038,"선두자리",1
13039,"지리",1
13040,"손상",1
13041,"롤러코스터",1
13042,"서승",1
13043,"고원",1
13044,"스위프트",1
13045,"테일러",1
13046,"한국시간",1
13047,"상담자",1
13048,"학위",1
13049,"전망했",1
13050,"identification",1
13051,"internet",1
13052,"number",1
13053,"personal",1
13054,"할아버지",1
13055,"교도소",1
13056,"대인",1
13057,"목재",1
13058,"수감생활",1
13059,"아스",1
13060,"검수",1
13061,"9시20분",1
13062,"9시13분",1
13063,"공급처",1
13064,"설비투자",1
13065,"아이엠투자증권은",1
13066,"우기",1
13067,"해외고객",1
13068,"유통부문",1
13069,"이지현edith",1
13070,"않았다",1
13071,"사망자",1
13072,"박진",1
13073,"코스인코리아닷컴",1
13074,"윌리엄",1
13075,"벤처업계",1
13076,"참모",1
13077,"호프",1
13078,"솔로",1
13079,"뮤추얼펀드",1
13080,"홍동",1
13081,"이행지",1
13082,"자체브랜드",1
13083,"wowstar",1
13084,"bgf리테일과",1
13085,"권민경kyoung",1
13086,"세화",1
13087,"스팩",1
13088,"엠씨",1
13089,"우울",1
13090,"윈드",1
13091,"하우징",1
13092,"국인",1
13093,"급락세",1
13094,"단면",1
13095,"반문",1
13096,"시름",1
13097,"오일",1
13098,"절대",1
13099,"존립",1
13100,"폭리",1
13101,"레진",1
13102,"옐로모바일",1
13103,"점령하",1
13104,"대중문화",1
13105,"사로",1
13106,"시사회",1
13107,"이론적",1
13108,"중국식",1
13109,"마케팅전략",1
13110,"이시",1
13111,"규제법안",1
13112,"목적지",1
13113,"무인항공기",1
13114,"법학과",1
13115,"재로",1
13116,"뉴욕주",1
13117,"뉴욕주는",1
13118,"코엑스",1
13119,"각인",1
13120,"블룸버그에",1
13121,"이강",1
13122,"정책세미나",1
13123,"한국제품",1
13124,"동부증권",1
13125,"모멘텀으로",1
13126,"미개척",1
13127,"손익",1
13128,"회수기",1
13129,"해상운송",1
13130,"경제환경",1
13131,"3자물류",1
13132,"전자성",1
13133,"공이",1
13134,"통항",1
13135,"사무국",1
13136,"감은",1
13137,"덕목",1
13138,"동업자",1
13139,"무렵",1
13140,"보너스",1
13141,"원수",1
13142,"유능",1
13143,"매수세",1
13144,"손색",1
13145,"스마트폰시장",1
13146,"알람",1
13147,"12월26일",1
13148,"13명소프트웨어",1
13149,"15명공공",1
13150,"184억cti",1
13151,"20명si",1
13152,"30명프로그램",1
13153,"40명시스템시험서비스사업",1
13154,"40억소프트웨어",1
13155,"50명시스템통합",1
13156,"53명oracle",1
13157,"75억db",1
13158,"brosint",1
13159,"bvtek",1
13160,"coops",1
13161,"crewmate",1
13162,"cri",1
13163,"ecb2cb2bc2ckms",1
13164,"exaint",1
13165,"gis",1
13166,"gtechk",1
13167,"include",1
13168,"innotree",1
13169,"miplatform",1
13170,"nubiz",1
13171,"onepia",1
13172,"phill",1
13173,"platform",1
13174,"smate",1
13175,"winitech",1
13176,"경방",1
13177,"공급업",1
13178,"모도",1
13179,"브로스아이엔티",1
13180,"비버",1
13181,"엑사아이엔티",1
13182,"엔유비즈",1
13183,"운영pm",1
13184,"원피",1
13185,"웹기반",1
13186,"위니텍",1
13187,"유경험",1
13188,"인클루드시스",1
13189,"자바개발자",1
13190,"지령",1
13191,"쿱스커뮤니케이션",1
13192,"크루메이트",1
13193,"필아",1
13194,"에어비앤비가",1
13195,"한상",1
13196,"중추적",1
13197,"혼잡",1
13198,"구슬",1
13199,"농담",1
13200,"따뜻",1
13201,"테이블",1
13202,"포천",1
13203,"환상",1
13204,"ver",1
13205,"드루",1
13206,"마젠토는",1
13207,"머천트들",1
13208,"모듈도",1
13209,"모듈은",1
13210,"문의는dev",1
13211,"버젼3을",1
13212,"서포트",1
13213,"액티브액스와",1
13214,"와이즈",1
13215,"우커머스",1
13216,"유상",1
13217,"익스텐션",1
13218,"지전자",1
13219,"프레스",1
13220,"프론트",1
13221,"카테고리별",1
13222,"연구자료",1
13223,"afp",1
13224,"법률제도",1
13225,"아시아지역",1
13226,"레몬",1
13227,"넛크래커",1
13228,"식료품",1
13229,"라쿠텐으로",1
13230,"김규수",1
13231,"각고",1
13232,"근간인",1
13233,"깃발",1
13234,"멘토",1
13235,"여정",1
13236,"sklee",1
13237,"김영욱박근혜",1
13238,"관련부서",1
13239,"민원인",1
13240,"원내",1
13241,"전전",1
13242,"지해",1
13243,"팀원",1
13244,"한국nfc도",1
13245,"김소연nicksy",1
13246,"나영호",1
13247,"머릿속",1
13248,"블루오션이",1
13249,"오족",1
13250,"부탁",1
13251,"3단계만",1
13252,"dajungahn",1
13253,"모바일쇼핑시",1
13254,"통신구",1
13255,"한국nfc가",1
13256,"한국nfc에",1
13257,"행정업무",1
13258,"스카이",1
13259,"포지셔닝을",1
13260,"여대생",1
13261,"최대규모",1
13262,"스트라이프",1
13263,"앞줄",1
13264,"jminj",1
13265,"프론티어",1
13266,"동방",1
13267,"생사",1
13268,"시나닷컴",1
13269,"타임워너",1
13270,"베팅했다",1
13271,"이번달",1
13272,"indonesia",1
13273,"하단",1
13274,"강북",1
13275,"티비",1
13276,"공공정보",1
13277,"보건",1
13278,"사무자동화",1
13279,"정보자원",1
13280,"대못",1
13281,"북미를",1
13282,"외부적",1
13283,"침략",1
13284,"면면",1
13285,"뮤직비디오",1
13286,"보유금",1
13287,"맹주",1
13288,"명함",1
13289,"무주공산",1
13290,"지존",1
13291,"컨테이너",1
13292,"pib",1
13293,"관찰",1
13294,"오름세",1
13295,"미공개",1
13296,"펀딩에는",1
13297,"포용",1
13298,"동북지역",1
13299,"월마트도",1
13300,"모멘텀을",1
13301,"생존경쟁",1
13302,"큐큐를",1
13303,"넷츠카드",1
13304,"레빗카드",1
13305,"마카오패스와",1
13306,"역무원",1
13307,"문정식중국",1
13308,"소비행태",1
13309,"월마트와",1
13310,"추수감사절",1
13311,"풍속",1
13312,"베저스",1
13313,"한자릿수",1
13314,"경제협력개발기구",1
13315,"공동연구",1
13316,"연중",1
13317,"오스트리아",1
13318,"정책국",1
13319,"정책연구",1
13320,"비거주자",1
13321,"진출기업",1
13322,"나오진",1
13323,"색채",1
13324,"지배자",1
13325,"텐센트만큼",1
13326,"합종연횡이라는",1
13327,"협력체제",1
13328,"기술경쟁력",1
13329,"kykoo1",1
13330,"구길용새정치민주연합",1
13331,"농민과",1
13332,"농협it부서와",1
13333,"돼버란",1
13334,"건축",1
13335,"블룸버그통신과",1
13336,"아마존닷컴에",1
13337,"지역상",1
13338,"전시관",1
13339,"강영",1
13340,"소주",1
13341,"하방",1
13342,"경쟁사보",1
13343,"성구",1
13344,"엠페이",1
13345,"준배",1
13346,"카카오픽을",1
13347,"틈새뚫고",1
13348,"홈앤쇼핑",1
13349,"대처법",1
13350,"장진복1",1
13351,"김무명",1
13352,"경원",1
13353,"정보문화",1
13354,"가을",1
13355,"동정",1
13356,"채산성",1
13357,"퍼시픽",1
13358,"금상첨화",1
13359,"마사",1
13360,"코보",1
13361,"부동산임대",1
13362,"오토",1
13363,"경영실적",1
13364,"상품전략",1
13365,"전영",1
13366,"최저치",1
13367,"양시",1
13368,"어플",1
13369,"넥슨지티",1
13370,"와이디온라인",1
13371,"한빛소프트",1
13372,"동남아시아지역",1
13373,"모바일시장",1
13374,"가습기",1
13375,"조금",1
13376,"환경분야",1
13377,"00전자",1
13378,"12월03일",1
13379,"12월05일",1
13380,"asure",1
13381,"blueweb",1
13382,"doofusit",1
13383,"euminc",1
13384,"handasoft",1
13385,"hitsol",1
13386,"initech",1
13387,"logifocus",1
13388,"masterspace",1
13389,"mfc",1
13390,"smartonecns",1
13391,"sqljava",1
13392,"yagins",1
13393,"강남역",1
13394,"경력4년이상",1
13395,"기반구조",1
13396,"두퍼스아이티",1
13397,"로지포커스",1
13398,"스마트원씨앤에스",1
13399,"야긴스텍",1
13400,"올윈테크",1
13401,"의공",1
13402,"이노스트",1
13403,"이음아이앤씨",1
13404,"중급자",1
13405,"한다소프트",1
13406,"별칭",1
13407,"시쳇말",1
13408,"기술협력",1
13409,"발병",1
13410,"연습",1
13411,"자평",1
13412,"크리스토프",1
13413,"통산",1
13414,"판매수수료",1
13415,"핀란드",1
13416,"5단계로",1
13417,"알려졌",1
13418,"지로",1
13419,"벤치마크",1
13420,"였으며",1
13421,"철이",1
13422,"테크크런치는",1
13423,"순손",1
13424,"사전준비",1
13425,"통신원",1
13426,"텅쉰도",1
13427,"상한선",1
13428,"화상회의",1
13429,"루피",1
13430,"어휘",1
13431,"가중치",1
13432,"준법",1
13433,"ggm11",1
13434,"소지",1
13435,"관련법규",1
13436,"감행",1
